"","Nome d'arte","Nome","Sesso","Attivit‡","Paesi.di.prima.pubblicazione","Mercati","Editori","Insegna.presso","ISBN"
"1787",NA,"Sommacal, Giorgio","M","Disegni","IT","P","ReNoir Comics, Sbam! Comics, Sergio Bonelli Editore","Scuola superiore d'arte applicata (Milano)",""
"1788",NA,"Sonseri, Marco","M","Disegni","FR","GN","…ditions Clair de Lune","",""
"1789",NA,"Sorrentino, Andrea","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics","",""
"1790",NA,"Sostegni, Dario","M","Autore Unico","IT","GN","Canicola Edizioni","",""
"1791",NA,"Sotgiu, Luca","M","Disegni","FR","GN","…ditions Soleil","",""
"1792",NA,"Spada, Dante","M","Disegni","IT","P","Sergio Bonelli Editore","Pencil ART (Bari)",""
"1793",NA,"Spadavecchia, Cristiano","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola di fumetti di Asti",""
"1794",NA,"Spadoni, Cristiano","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1795",NA,"Spagnoli, Cristina","F","Colori, Disegni, Sceneggiatura","IT","P","The Walt Disney Company","",""
"1796","Zuzu","Spagnulo, Giulia","F","Autrice Unica","IT","GN","Coconino Press","",""
"1797",NA,"Spalletta, Giorgio","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1798","Spampino","Spampanato, Jacopo","M","Autore Unico","IT","GN","Edizioni NPE","",""
"1799",NA,"Spano, Samuel","M","Disegni","IT","P","Editoriale Cosmo, Sergio Bonelli Editore, The Walt Disney Company","",""
"1800",NA,"Spataro, Alessio","M","Autore Unico","IT","GN","Bao Publishing, Shockdom","",""
"1801",NA,"Speca, Silvio","F","Disegni","IT","P","The Walt Disney Company","Scuola internazionale di Comics - Pescara",""
"1802",NA,"Spreafico, Viviana","F","Lettering","IT","P","Sergio Bonelli Editore","",""
"1803",NA,"Squarcio, Boris","M","Disegni","IT","GN","Edizioni NPE","",""
"1804",NA,"Stabile, Vito","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1805",NA,"Staiano, Lucio","M","Sceneggiatura","IT","GN","Shockdom","",""
"1806",NA,"Staltari, Gianfranco","M","Sceneggiatura","IT","GN","Cut Up Publishing","",""
"1807",NA,"Stamboulis, Elettra","F","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1808",NA,"Stano, Angelo","M","Colori, Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Milano",""
"1809",NA,"Starace, Alessandro","M","Sceneggiatura","IT","GN","Mangasenpai","",""
"1810",NA,"Starace, Jacopo","M","Autore Unico","IT","GN","Eris Edizioni","",""
"1811",NA,"Stassi, Claudio","M","Autore Unico, Disegni","IT, FR","GN","Bao Publishing, Rizzoli Lizard","",""
"1812",NA,"Statella, Daniele","M","Disegni","IT","P","Sergio Bonelli Editore","Universit√† Popolare di Vercelli (Corso di fumetto)",""
"1813",NA,"Stella, Cristina","F","Chine","IT","P","The Walt Disney Company","",""
"1814",NA,"Stella, Mariateresa","F","Disegni","IT","GN","BeccoGiallo","",""
"1815",NA,"Stellato, Lucilla","F","Disegni","IT","P","Sergio Bonelli Editore","",""
"1816",NA,"Storai, NiccolÚ","M","Autore Unico","IT","GN","Rizzoli Lizard, TunuÈ","",""
"1817",NA,"Storer, Agnese","F","Disegni","IT","P","Astorina","",""
"1818",NA,"Storino, Sara","F","Disegni","IT","P","The Walt Disney Company","",""
"1819",NA,"Stroppi, Laura","F","Autrice Unica","IT","GN","Sbam! Comics","",""
"1820",NA,"Strukul, Matteo","M","Sceneggiatura","IT","GN","Feltrinelli Editore","",""
"1821",NA,"Surian, Alessio","M","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1822",NA,"Surroz, Mattia","M","Disegni","IT","P, GN","Sergio Bonelli Editore, Shockdom, The Walt Disney Company","Scuola internazionale di Comics - Torino, IED - Istituto Europeo di Disegni (Torino)",""
"1823",NA,"Susi, Lorenzo","M","Disegni","IT","GN","Shockdom","",""
"1824",NA,"Susini, Arjuna","F","Disegni","IT","P","AfterShock Comics, Sergio Bonelli Editore","Scuola internazionale di Comics - Firenze",""
"1825",NA,"Tabbi, Salvatore","M","Chine, Disegni","IT, USA","P","Sergio Bonelli Editore, Zenescope","",""
"1826",NA,"Tabilio, Marco","M","Autore Unico","IT","GN","BeccoGiallo","",""
"1827",NA,"Taboni, Roberta","F","Autrice Unica","IT","GN","BeccoGiallo","",""
"1828",NA,"Taddei, Marco","M","Sceneggiatura","IT","GN","Coconino Press, Panini Comics","",""
"1829",NA,"Talami, Alberto","M","Autore Unico","IT","GN","BeccoGiallo","",""
"1830",NA,"Talami, Giovanni","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1831",NA,"Talarico, Mauro","M","Autore Unico","IT","GN","001 Edizioni","Scuola internazionale di Comics - Roma",""
"1832",NA,"Tallarico, Dario","M","Disegni, Sceneggiatura","IT","P","Bugs Comics","",""
"1833",NA,"Tamagnini, Marco","M","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1834",NA,"Tamburo, Nico","M","Disegni","FR","GN","…ditions Soleil","",""
"1835",NA,"Tamiazzo, Stefano","M","Disegni","IT, FR","GN","…ditions Paquet, ReNoir Comics","Scuola internazionale di Comics - Padova",""
"1836",NA,"Tanfani, Laura","F","Autrice Unica","IT","GN","BeccoGiallo","",""
"1837",NA,"Tani, Paolo","M","Disegni","IT","P","Astorina","",""
"1838",NA,"Tanzillo, Emiliano","M","Colori, Disegni","IT, FR","P, GN","…ditions Delcourt, Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti",""
"1839",NA,"Tarantino, Corso","M","Autore Unico","IT","GN","Kleiner Flug","",""
"1840",NA,"Tarquini, Marco","M","Disegni","IT","GN","Shockdom","",""
"1841",NA,"Tatoli, Francesco","M","Autore Unico","IT","GN","Edizioni INKiostro","",""
"1842",NA,"Tedeschi, Roberta","F","Chine, Disegni","IT","P","Rainbow/Tridimensional","",""
"1843",NA,"Tempesta, Adam","M","Autore Unico","IT","GN","Eris Edizioni","",""
"1844",NA,"Tenderini, Emanuele","M","Colori, Disegni","IT, FR","P, GN","…ditions Delcourt, Les Humanoides Associes, Panini Comics","",""
"1845",NA,"Tentori Montalto, Andrea","M","Colori","IT","GN","Edizioni INKiostro","",""
"1846",NA,"Tenuta, Saverio","M","Disegni, Sceneggiatura","FR","GN","Les Humanoides Associes","",""
"1847",NA,"Terracciano, Paolo","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","Scuola italiana di Comix (Napoli)",""
"1848",NA,"Tessier, Clara","F","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics","",""
"1849",NA,"Testa, Matteo","M","Disegni","IT","P","The Walt Disney Company","",""
"1850","Fumeddy","Testi, Edoardo","M","Autore Unico","IT","GN","Shockdom","",""
"1851",NA,"Testi, Francesco","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","",""
"1852",NA,"Ticci, Giovanni","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1853",NA,"Tieri, Luca","M","Autore Unico","IT","GN","Coconino Press","",""
"1854",NA,"Timpano, Giovanni","M","Disegni","IT, USA","P, GN","Edizioni INKiostro, IDW Publishing, Image Comics","",""
"1855",NA,"Tino, Giorgio","M","Autore Unico","IT","GN","Comix, Manfont","",""
"1856",NA,"Tinti, Gabriele","M","Sceneggiatura","IT","GN","Edizioni NPE","",""
"1857",NA,"Tirasso, Ste","M","Autore Unico","IT","GN","Bao Publishing","",""
"1858","Squaz","Todisco, Pasquale","M","Autore Unico","IT","GN","Arnoldo Mondadori Editore, Coconino Press, Diabolo Edizioni, Eris Edizioni, Mondadori","Scuola internazionale di Comics - Milano",""
"1859",NA,"Toffanetti, Romeo","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1860",NA,"Toffolo, Davide","M","Autore Unico","IT","P, GN","Bao Publishing, Coconino Press, Oblomov Edizioni, Panini Comics, Rizzoli Lizard","",""
"1861",NA,"Toma, Elena","F","Autrice Unica, Disegni","IT, FR","GN","H2T - L'Hydre, Shockdom","",""
"1862",NA,"Tommasini, Deborah","F","Autrice Unica","IT","GN","BeccoGiallo","",""
"1863",NA,"Tonello, Giada","F","Autrice Unica","IT","GN","BD","",""
"1864",NA,"Tonello, Martina","F","Autrice Unica","IT","GN","Hoppipolla","",""
"1865",NA,"Tonetto, Fabio","M","Autore Unico","IT","GN","Eris Edizioni","IED - Istituto Europeo di Disegni (Torino)",""
"1866",NA,"Toninelli, Marcello","M","Autore Unico","IT","P","Periodici San Paolo, Shockdom","",""
"1867",NA,"Toraldo, Manfredi","M","Sceneggiatura","IT","GN","Shockdom","Scuola internazionale di Comics - Genova/Torino",""
"1868",NA,"Torchio, Luisa","F","Autrice Unica","IT","GN","TunuÈ","",""
"1869",NA,"Tordi, Simone","M","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1870",NA,"Torricelli, Marco","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1871",NA,"Torti, Marco","M","Sceneggiatura","IT","GN","Shockdom","",""
"1872",NA,"Torti, Riccardo","M","Disegni","IT","P","Editoriale Cosmo, Sergio Bonelli Editore","",""
"1873",NA,"Torti, Rodolfo","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Roma",""
"1874",NA,"Toso Fei, Alberto","M","Sceneggiatura","IT","GN","Round Robin","",""
"1875",NA,"Toso, Angelo","M","Sceneggiatura","IT","GN","Shockdom","",""
"1876",NA,"Tosolini, Nicola","M","Disegni","IT","P","The Walt Disney Company","",""
"1877",NA,"Tota, Alessandro","M","Autore Unico, Sceneggiatura","IT, FR","GN","Coconino Press, CornÈlius, Dargaud, Futuropolis, L'Ècole des Loisirs, Oblomov Edizioni","",""
"1878",NA,"Traina, Giusto","M","Disegni","FR","GN","…ditions Glenat","",""
"1879",NA,"Traini, Giacomo Taddeo","M","Autore Unico","IT","GN","BeccoGiallo","",""
"1880",NA,"Traisci, Paolo","M","Disegni","FR","GN","…ditions Glenat","",""
"1881","La Tram","Tramutoli, Margherita","F","Autrice Unica","IT","GN","BeccoGiallo, Feltrinelli Editore, Kleiner Flug","The Sign - Comics & Arts Academy (Firenze)",""
"1882",NA,"Trapani, Annalisa","F","Sceneggiatura","IT","GN","Einaudi","",""
"1883",NA,"Travaglini, Massimo","M","Colori","FR","GN","…ditions Delcourt, …ditions Soleil","",""
"1884",NA,"Traversi, Ilaria","F","Colori","IT, USA","P, GN","IDW Publishing, ReNoir Comics","Scuola internazionale di Comics - Roma",""
"1885",NA,"Treccani, Mirko","M","Disegni","IT","P","ReNoir Comics, Sergio Bonelli Editore","",""
"1886",NA,"TrerË, Fabiana","F","Disegni","IT","P","Sergio Bonelli Editore","",""
"1887",NA,"Trevisan, Giorgio","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1888",NA,"Trevisanello, Liri","F","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1889",NA,"Tridico, Andrea","M","Autore Unico","IT","GN","Shockdom","",""
"1890","Trif","Trifogli, Francesco","M","Disegni","FR","GN","Les Humanoides Associes, Petit ‡ Petit, Tabou","",""
"1891",NA,"Trinchero, Giorgio","M","Sceneggiatura","IT, FR","GN","…ditions Soleil, Rizzoli Lizard","",""
"1892",NA,"Triolo, Elena","F","Autrice Unica, Disegni","IT","GN","BD, Hop Edizioni","",""
"1893",NA,"Troiano, Enzo","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1894",NA,"Trono, Walter","M","Disegni","IT","P","It Comics, Sergio Bonelli Editore","Scuola internazionale di Comics - Torino",""
"1895",NA,"Truccone, Lucia","F","Lettering","IT","P","Panini Comics","",""
"1896",NA,"Truttero, Veronica","F","Disegni","IT","GN","Sinnos","",""
"1897",NA,"Tso, Simone","M","Autore Unico","IT","GN","Einaudi","",""
"1898",NA,"Tuis, Omar","M","Lettering","IT","P","Sergio Bonelli Editore","",""
"1899",NA,"Tuis, Renata","F","Lettering","IT","P","Sergio Bonelli Editore","",""
"1900",NA,"Tulipano, Sergio","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1901","Altan","Tullio Altan, Francesco","M","Autore Unico","IT","P, GN","Bompiani - Giunti, Coconino Press, EL, Panini Comics","",""
"1902",NA,"Turati, Valeria","F","Disegni","IT","P","The Walt Disney Company","",""
"1903",NA,"Turconi, Stefano","M","Disegni","IT","P, GN","Bao Publishing, The Walt Disney Company","",""
"1904",NA,"Turini, Marco","M","Disegni","IT, USA","P, GN","DC Comics, Edizioni INKiostro, Marvel Comics","",""
"1905",NA,"Turotti, Davide","M","Colori, Disegni","FR","GN","…ditions Delcourt, Les Humanoides Associes","",""
"1906","Albo","Turturici, Alberto","M","Autore Unico","IT","GN","Shockdom","",""
"1907","Igort","Tuveri, Igor","M","Autore Unico","IT","GN","Arnoldo Mondadori Editore, Coconino Press, Mondadori, Oblomov Edizioni","",""
"1908",NA,"Ubezio, Giampiero","M","Disegni","IT","P","The Walt Disney Company","",""
"1909",NA,"Uggetti, Maria Luisa","F","Disegni","IT","P","The Walt Disney Company","",""
"1910",NA,"Urbano, Emilio","M","Disegni","IT","P","The Walt Disney Company","",""
"1911",NA,"Urbinati, Ilaria","F","Disegni","IT","GN","Bao Publishing","",""
"1912",NA,"Usai, Luca","M","Disegni","IT","P","It Comics, The Walt Disney Company","Scuola internazionale di Comics - Milano",""
"1913",NA,"Uzzeo, Mauro","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","",""
"1914",NA,"Vacca, Francesco","M","Sceneggiatura","IT","GN","Segni d'Autore, Segni D'autore, Tatai Lab","",""
"1915",NA,"Valdambrini, Fabio","M","Disegni","IT, FR","P, GN","…ditions Clair de Lune, Sergio Bonelli Editore","",""
"1916",NA,"Valdameri, Matteo","M","Disegni","IT","GN","BeccoGiallo","",""
"1917",NA,"Valdivia, Miguel Angel","M","Autore Unico","IT","GN","Coconino Press","",""
"1918",NA,"Valenti, Leonardo","M","Sceneggiatura","IT","GN","BeccoGiallo, TunuÈ","",""
"1919",NA,"Valentini, Fabio","M","Disegni","IT","GN","Shockdom","",""
"1920",NA,"Valentini, Massimiliano","M","Sceneggiatura","IT","P","Astorina, The Walt Disney Company","Scuola internazionale di Comics - Torino",""
"1921",NA,"Valentini, Mattia","M","Autore Unico","IT","GN","Edizioni NPE","",""
"1922",NA,"Valentini, Paolo","M","Sceneggiatura","IT","GN","BeccoGiallo","",""
"1923",NA,"Valentinis, Pia","F","Autrice Unica","IT","GN","Coconino Press","",""
"1924",NA,"Valentino, Tina","F","Disegni","FR, USA","P, GN","…ditions Clair de Lune, IDW Publishing, Zenescope","",""
"1925",NA,"Valeri, Cesare","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1926",NA,"Valsecchi, Tommaso","M","Sceneggiatura","IT, FR","GN","Kramiek, Shockdom","Scuola del fumetto (Milano)",""
"1927",NA,"Vanni, Silvia","F","Autrice Unica","IT","GN","Bao Publishing, BD","",""
"1928",NA,"Vannini, Luca","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1929",NA,"Vanzella, Luca","M","Sceneggiatura","IT","P, GN","Bao Publishing, BeccoGiallo, Sergio Bonelli Editore","Scuola internazionale di Comics - Firenze/Reggio Emilia",""
"1930","Zan Tetsuken","Varano, Ivan","M","Autore Unico","IT","GN","Mangasenpai","",""
"1931",NA,"Varbella, Sergio","M","Autore Unico","IT","GN","Arnoldo Mondadori Editore, Mondadori","",""
"1932",NA,"Vartuli, Francesca","F","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore","",""
"1933",NA,"Vattani, Matteo","M","Colori","IT, FR","P, GN","…ditions Glenat, …ditions le Lombard, Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti",""
"1934",NA,"Vecchini, Silvia","F","Sceneggiatura","IT","GN","Bao Publishing, Editrice Il Castoro, TunuÈ","",""
"1935",NA,"Vecchio, Jacopo","M","Autore Unico","IT","GN","BeccoGiallo, Hop Edizioni, Round Robin","",""
"1936",NA,"Velardi, Carlo","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","",""
"1937",NA,"Velluto, Sal","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1938",NA,"Veltri, Massimiliano","M","Disegni","FR, USA","P, GN","Marvel Comics, Petit ‡ Petit, Titan Comics, Zenescope","",""
"1939",NA,"Venanzetti, Nicola","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","",""
"1940",NA,"Venerus, Matteo","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1941",NA,"Ventura, Marco","M","Lettering, Sceneggiatura","IT","GN","Elledici, Goen Manga, Manfont, RW Edizioni, Shockdom","",""
"1942",NA,"Venturi, Andrea","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1943",NA,"Venturi, Walter","M","Disegni","IT, FR","P, GN","…ditions Glenat, Editoriale Cosmo, Sergio Bonelli Editore, The Walt Disney Company","",""
"1944",NA,"Vercelli, Gino","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola di fumetti di Asti",""
"1945",NA,"Verdi, Ugo","M","Disegni","IT","GN","Cronache di Topolinia","",""
"1946",NA,"Vergari, Luana","F","Sceneggiatura","IT, FR","GN","BeccoGiallo, …ditions Jungle, …ditions Soleil, Edizioni NPE","",""
"1947",NA,"Verni, Marco","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1948",NA,"Veronesi, Gianmarco","M","Disegni","IT","GN","ReNoir Comics","",""
"1949",NA,"Vessella, Daniele","M","Sceneggiatura","IT","P","The Walt Disney Company","",""
"1950",NA,"Vetro, Daniela","F","Colori, Disegni, Sceneggiatura","IT, FR","P, GN","…ditions Soleil, The Walt Disney Company","",""
"1951",NA,"Vian, Roberto","M","Disegni","IT","P","The Walt Disney Company","",""
"1952",NA,"Vianello, Angela","F","Disegni","IT","P, GN","Sergio Bonelli Editore, Shockdom","",""
"1953",NA,"Vicari, Antonella","F","Disegni","IT","P","Sergio Bonelli Editore","",""
"1954",NA,"Vicentini Organi, Francesco","M","Sceneggiatura","IT","GN","BD","",""
"1955",NA,"Vicentini, Federico","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1956",NA,"Vietti, Stefano","M","Sceneggiatura","IT","P","Sergio Bonelli Editore, The Walt Disney Company","",""
"1957",NA,"Vigna, Bepi","M","Sceneggiatura","IT","P","Kleiner Flug, Sergio Bonelli Editore, The Walt Disney Company","CIF - Centro internazionale del fumetto (Cagliari)",""
"1958",NA,"Vila, Miguel","M","Autore Unico","IT","GN","Canicola Edizioni","",""
"1959",NA,"Vilella, Sebastiano","M","Autore Unico","IT","GN","Coconino Press, Oblomov Edizioni","Grafite - Scuola di grafica e fumetto (Taranto)",""
"1960",NA,"Villa, Claudio","M","Disegni","IT","P","Sergio Bonelli Editore","Dali Arts (Vicenza)",""
"1961",NA,"Villanelli, Paolo","M","Disegni","USA","P","BOOM! Studios, IDW Publishing, Marvel Comics","Scuola internazionale di Comics - Roma",""
"1962","Coma Empirico","Villani, Gabriele","M","Autore Unico","IT","GN","BeccoGiallo","",""
"1963",NA,"Villanova, Valentino","M","Chine, Disegni","IT","GN","Ave","",""
"1964",NA,"Villari, Laura","F","Colori","USA","P","Marvel Comics","SRF - Scuola Romana dei Fumetti",""
"1965","Sualzo","Vincenti, Antonio","M","Autore Unico","IT","GN","Bao Publishing, Editrice Il Castoro, TunuÈ","NID - Nuovo Istituto Design (Perugia), The Sign - Comics & Arts Academy (Firenze)",""
"1966",NA,"Vincenti, Massimo","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti",""
"1967",NA,"Vinci, Antonio ""Tonio""","M","Autore Unico","IT","GN","Hazard Edizioni, TunuÈ","Scuola internazionale di Comics - Pescara",""
"1968",NA,"Vinci, Jean Claudio","M","Chine, Colori, Disegni","IT, FR, USA","P, GN","Aurea Editoriale, Dark Horse Comics, …ditions Dupuis, Editoriale Aurea, ReNoir Comics, The Walt Disney Company","",""
"1969",NA,"Vinci, Vanna","F","Autrice Unica","IT","GN","Bao Publishing, Rizzoli Lizard, Solferino Libri","",""
"1970",NA,"Viola, Emmanuel","M","Disegni","IT","GN","Shockdom","",""
"1971",NA,"Viotti, Dario","M","Disegni","IT","P, GN","Edizioni INKiostro, Sergio Bonelli Editore","",""
"1972",NA,"VirzÏ, Emanuele","M","Disegni","IT","P","The Walt Disney Company","",""
"1973",NA,"Visintin, Fabio","M","Autore Unico","IT, ES","GN","ComicOut, Spaceman Project","Scuola internazionale di Comics - Padova",""
"1974",NA,"Vitaliano, Fausto","M","Sceneggiatura","IT","P","Sergio Bonelli Editore, The Walt Disney Company","",""
"1975",NA,"Vitiello, Tommaso","M","Autore Unico, Sceneggiatura","IT","GN","BeccoGiallo, Hazard Edizioni, Noise Press, Panini Comics","",""
"1976",NA,"Vitolo, Ivan","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1977",NA,"Vitrano, Erika","F","Disegni","IT","GN","Ex Libris","",""
"1978",NA,"Vitrano, Pietro","M","Disegni","IT","P","Sergio Bonelli Editore","",""
"1979",NA,"Vitti, Alessandro","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics","Scuola internazionale di Comics - Reggio Emilia",""
"1980",NA,"Vitti, Gianfranco","M","Disegni","IT","GN","BD, Lavieri Edizioni","",""
"1981",NA,"Vittori, Ariel","F","Autrice Unica, Disegni","IT, FR","GN","21g, Alias - il Manifesto, Tapages Nocturnes","",""
"1982",NA,"Vivaldo, Andrea","M","Disegni","IT","GN","BeccoGiallo","",""
"1983",NA,"Vivan, Sara","F","Autrice Unica","IT","GN","Contrasto","",""
"1984",NA,"Vivenzio, Alessia","F","Autrice Unica","IT","GN","Shockdom","Scuola italiana di Comix (Napoli)",""
"1985",NA,"Vivenzio, Salvatore","M","Sceneggiatura","IT","GN","Shockdom","",""
"1986",NA,"Voglino, Andrea","M","Sceneggiatura","IT","P","Alias - il Manifesto, Sergio Bonelli Editore","",""
"1987",NA,"Volpini, Federico","M","Disegni","IT, FR","GN","…ditions du Long Bec, Edizioni INKiostro","",""
"1988",NA,"Voltolini, Stefano","M","Disegni","IT","P","Sergio Bonelli Editore","",""
